country,year,metal_group,flow,trade_value_usd,weight_kg,Headline CPI
"Other Asia, nes",2021,Gold,Import,393138,660.171,
Oman,2021,Gold,Import,11222,6.35,1.5466370558375635
Nauru,2021,Gold,Import,1106,0.332,1.2
Netherlands,2021,Gold,Import,394,,2.67572
New Caledonia,2021,Gold,Import,7568,2.33,0.6228183241562395
Vanuatu,2021,Gold,Import,3106,0.887,2.343
Niue,2021,Gold,Import,2947,1.461,
Norfolk Isds,2021,Gold,Import,1930,0.422,
Marshall Isds,2021,Gold,Import,3239,1.272,
Papua New Guinea,2021,Gold,Import,8788,5.979,4.485
Philippines,2021,Gold,Import,37,0.019,3.927180221003267
Qatar,2021,Gold,Import,36981,13.67,2.30446565742003
Saudi Arabia,2021,Gold,Import,8242,5.572,3.06329
Singapore,2021,Gold,Import,3463,1.644,2.30485959040487
Singapore,2021,Gold,Import,337808,0.01,2.30485959040487
Singapore,2021,Gold,Import,49795,0.001,2.30485959040487
Switzerland,2021,Gold,Import,797418,0.013,0.5818142
Switzerland,2021,Gold,Import,742907,0.013,0.5818142
Thailand,2021,Gold,Import,9011,4.578,1.23039541318382
Thailand,2021,Gold,Import,7229704,0.132,1.23039541318382
Thailand,2021,Gold,Import,276678,0.004,1.23039541318382
Tonga,2021,Gold,Import,4294,2.715,1.414
Tonga,2021,Gold,Import,102,,1.414
Tonga,2021,Gold,Import,2128,,1.414
United Arab Emirates,2021,Gold,Import,36819,21.978,0.18
United Arab Emirates,2021,Gold,Import,3776467,0.076,0.18
United Arab Emirates,2021,Gold,Import,1003633,0.017,0.18
Tuvalu,2021,Gold,Import,2025,0.98,2.944
United Kingdom,2021,Gold,Import,60517,29.877,2.5
United Rep. of Tanzania,2021,Gold,Import,53,0.01,
USA,2021,Gold,Import,1979588,0.048,
USA,2021,Gold,Import,3574233,0.06,
Samoa,2021,Gold,Import,57914,7.554,-3.01
Austria,2021,Gold,Import,3622910,0.086,2.766667
Switzerland,2021,Gold,Import,53013579,16.456,0.5818142
United Arab Emirates,2021,Gold,Import,38963623,0.936,0.18
USA,2021,Gold,Import,833845509,25.823,
USA,2021,Gold,Import,63444909,1.676,
CÃ´te d'Ivoire,2021,Gold,Import,35,0.5,
South Africa,2021,Gold,Import,8008878,0.137,4.609059
South Africa,2021,Gold,Import,15261283,0.289,4.609059
Spain,2021,Gold,Import,711,0.72,3.093135
United Arab Emirates,2021,Gold,Import,2677274825,50.327,0.18
United Arab Emirates,2021,Gold,Import,55463219,2.82,0.18
TÃ¼rkiye,2021,Gold,Import,7650472,0.132,
Canada,2021,Gold,Import,6968,7.658,3.395193
Canada,2021,Gold,Import,899,,3.395193
Cyprus,2021,Gold,Import,264,0.129,0.492
Ireland,2021,Gold,Import,41,0.031,2.358143
Switzerland,2021,Gold,Import,2203,0.21,0.5818142
Switzerland,2021,Gold,Import,5538996,0.101,0.5818142
United Arab Emirates,2021,Gold,Import,966,2.124,0.18
United Arab Emirates,2021,Gold,Import,143330211,2.58,0.18
USA,2021,Gold,Import,11799,2.709,
New Zealand,2021,Gold,Import,3600,2.405,3.941
United Arab Emirates,2021,Gold,Import,56,,0.18
Austria,2021,Gold,Import,431413,0.022,2.766667
Belgium,2021,Gold,Import,68212,36.704,2.440248
Belgium,2021,Gold,Import,6545,0.001,2.440248
Denmark,2021,Gold,Import,56,0.007,1.853045
Denmark,2021,Gold,Import,22206,0.016,1.853045
Estonia,2021,Gold,Import,1151580,0.034,4.653167
Estonia,2021,Gold,Import,151,,4.653167
Finland,2021,Gold,Import,17,0.004,2.194574
Germany,2021,Gold,Import,16283,10.09,3.14297
Germany,2021,Gold,Import,196042,0.006,3.14297
Ireland,2021,Gold,Import,14879,11.76,2.358143
Italy,2021,Gold,Import,1453,0.394,1.873783
Italy,2021,Gold,Import,953790,0.022,1.873783
Netherlands,2021,Gold,Import,50761,0.004,2.67572
Poland,2021,Gold,Import,2321,,5.1
Spain,2021,Gold,Import,67374,65.471,3.093135
Sweden,2021,Gold,Import,700,,2.163197
Sweden,2021,Gold,Import,34430210,0.816,2.163197
Switzerland,2021,Gold,Import,106811649,1.816,0.5818142
Switzerland,2021,Gold,Import,47217,0.001,0.5818142
United Arab Emirates,2021,Gold,Import,485438,0.013,0.18
USA,2021,Gold,Import,4909,,
Afghanistan,2021,Gold,Import,21393,88.238,5.062
Australia,2021,Gold,Import,4146,1.17,2.82
Australia,2021,Gold,Import,420,,2.82
Austria,2021,Gold,Import,229,0.057,2.766667
Bahrain,2021,Gold,Import,792,0.511,-0.606319385140896
Canada,2021,Gold,Import,5152,4.206,3.395193
Canada,2021,Gold,Import,124212,0.002,3.395193
China,2021,Gold,Import,102764,38.88,0.9
Denmark,2021,Gold,Import,3499,1.94,1.853045
France,2021,Gold,Import,4571,2.558,1.642331
France,2021,Gold,Import,11,,1.642331
Germany,2021,Gold,Import,11836,3.145,3.14297
Italy,2021,Gold,Import,11988,5.385,1.873783
Japan,2021,Gold,Import,935,0.522,-0.2333528
Rep. of Korea,2021,Gold,Import,2531,0.969,
Kuwait,2021,Gold,Import,32156,18.824,3.4236294760917554
Luxembourg,2021,Gold,Import,544,0.173,2.52692
Oman,2021,Gold,Import,8381,2.308,1.5466370558375635
Norway,2021,Gold,Import,13716,4.22,3.483881
Qatar,2021,Gold,Import,46749,30.037,2.30446565742003
Saudi Arabia,2021,Gold,Import,38258,22.913,3.06329
South Africa,2021,Gold,Import,2,,4.609059
Sweden,2021,Gold,Import,2238,0.987,2.163197
Switzerland,2021,Gold,Import,2831,1.208,0.5818142
United Arab Emirates,2021,Gold,Import,53127,19.671,0.18
United Arab Emirates,2021,Gold,Import,9742716,0.145,0.18
United Arab Emirates,2021,Gold,Import,20011,,0.18
United Kingdom,2021,Gold,Import,6665,5.142,2.5
USA,2021,Gold,Import,7788,3.921,
France,2021,Gold,Import,4366982,0.072,1.642331
Italy,2021,Gold,Import,29028605,0.758,1.873783
Nicaragua,2021,Gold,Import,1690341,0.075,4.92841396948961
Slovenia,2021,Gold,Import,30,0.004,1.917065
Switzerland,2021,Gold,Import,32309001,0.799,0.5818142
Switzerland,2021,Gold,Import,4945037,0.124,0.5818142
TÃ¼rkiye,2021,Gold,Import,161,0.14,
TÃ¼rkiye,2021,Gold,Import,2723066,0.083,
USA,2021,Gold,Import,27122778,0.454,
USA,2021,Gold,Import,849174,0.018,
Australia,2021,Gold,Import,17789,8.271,2.82
Australia,2021,Gold,Import,1558662393,27.544,2.82
Australia,2021,Gold,Import,248362565,6.407,2.82
Italy,2021,Gold,Import,86423118,1.994,1.873783
India,2021,Gold,Import,3662645,0.084,4.890086
United Arab Emirates,2021,Gold,Import,67337384,1.655,0.18
Portugal,2021,Gold,Import,2653891,0.051,1.265657
Spain,2021,Gold,Import,46572,0.001,3.093135
TÃ¼rkiye,2021,Gold,Import,530331,0.011,
USA,2021,Gold,Import,4515796,0.085,
USA,2021,Gold,Import,4040831,0.083,
Argentina,2021,Gold,Import,12355,4.329,48.40938
Australia,2021,Gold,Import,17102,6.008,2.82
Australia,2021,Gold,Import,7818,,2.82
Austria,2021,Gold,Import,656,0.155,2.766667
Bahamas,2021,Gold,Import,19791,7.865,2.905
Belgium,2021,Gold,Import,301443,190.393,2.440248
Belgium,2021,Gold,Import,3035305,0.068,2.440248
Belgium,2021,Gold,Import,1474519,0.029,2.440248
Canada,2021,Gold,Import,1563248,1059.617,3.395193
Canada,2021,Gold,Import,2108984429,151.487,3.395193
Chile,2021,Gold,Import,516645,219.168,4.524569
Chile,2021,Gold,Import,327536,0.007,4.524569
Chile,2021,Gold,Import,334428,0.007,4.524569
Colombia,2021,Gold,Import,216646,50.08,3.495146
Costa Rica,2021,Gold,Import,156,0.005,1.726478
Czechia,2021,Gold,Import,67,0.01,3.839845
Ecuador,2021,Gold,Import,139918,96.0,0.13317004149676373
Estonia,2021,Gold,Import,389,0.064,4.653167
Finland,2021,Gold,Import,23846,2.911,2.194574
France,2021,Gold,Import,899384,358.865,1.642331
France,2021,Gold,Import,3266962,0.083,1.642331
French Polynesia,2021,Gold,Import,791,0.551,
Gabon,2021,Gold,Import,229,0.026,1.079
Germany,2021,Gold,Import,445281,180.154,3.14297
Germany,2021,Gold,Import,920762,0.021,3.14297
Honduras,2021,Gold,Import,1088,0.451,4.48087963413448
Iceland,2021,Gold,Import,452,0.298,4.444243
Ireland,2021,Gold,Import,3748,1.262,2.358143
Italy,2021,Gold,Import,290444,99.056,1.873783
Japan,2021,Gold,Import,16325107,3308.939,-0.2333528
Rep. of Korea,2021,Gold,Import,907626,136.889,
Kuwait,2021,Gold,Import,5970,1.304,3.4236294760917554
Luxembourg,2021,Gold,Import,8488,3.348,2.52692
"Other Asia, nes",2021,Gold,Import,617554,107.372,
Morocco,2021,Gold,Import,37674,9.1,1.3988288874430468
Netherlands,2021,Gold,Import,260886,107.409,2.67572
Aruba,2021,Gold,Import,42,0.014,0.744
Norway,2021,Gold,Import,56894,7.998,3.483881
Panama,2021,Gold,Import,281963,53.788,1.63070337301891
Poland,2021,Gold,Import,2665,0.566,5.1
Russian Federation,2021,Gold,Import,1062730,0.168,6.694456
Saudi Arabia,2021,Gold,Import,8477,0.703,3.06329
India,2021,Gold,Import,2,0.002,4.890086
India,2021,Gold,Import,2159894036,43.979,4.890086
South Africa,2021,Gold,Import,16495560,0.542,4.609059
Spain,2021,Gold,Import,8567262,2373.265,3.093135
Sweden,2021,Gold,Import,234965,38.016,2.163197
Switzerland,2021,Gold,Import,11164,7.929,0.5818142
Switzerland,2021,Gold,Import,1921609206,174.292,0.5818142
Switzerland,2021,Gold,Import,118879,0.014,0.5818142
United Arab Emirates,2021,Gold,Import,49,0.021,0.18
United Arab Emirates,2021,Gold,Import,801669056,19.126,0.18
TÃ¼rkiye,2021,Gold,Import,35463298,14.347,
United Kingdom,2021,Gold,Import,961595,513.979,2.5
United Kingdom,2021,Gold,Import,48219500,0.959,2.5
United Kingdom,2021,Gold,Import,836920,0.017,2.5
USA,2021,Gold,Import,29682658,8343.519,
USA,2021,Gold,Import,691205211,84.091,
Australia,2021,Gold,Import,83544,32.125,2.82
Australia,2021,Gold,Import,17062110,0.815,2.82
Australia,2021,Gold,Import,2102099,0.039,2.82
Bahrain,2021,Gold,Import,35173,11.523,-0.606319385140896
Canada,2021,Gold,Import,387928,225.921,3.395193
Canada,2021,Gold,Import,1255,,3.395193
China,2021,Gold,Import,12659804,6.689,0.9
Finland,2021,Gold,Import,72,0.06,2.194574
France,2021,Gold,Import,129,,1.642331
Germany,2021,Gold,Import,169,0.033,3.14297
Germany,2021,Gold,Import,1450,0.001,3.14297
"China, Hong Kong SAR",2021,Gold,Import,761,0.58,1.5687583444592894
"China, Hong Kong SAR",2021,Gold,Import,195352636,9.29,1.5687583444592894
"China, Hong Kong SAR",2021,Gold,Import,178723921,16.91,1.5687583444592894
Indonesia,2021,Gold,Import,14463,0.004,1.560136
Israel,2021,Gold,Import,15498054,,1.492288
Italy,2021,Gold,Import,3768,2.873,1.873783
Italy,2021,Gold,Import,480081,0.013,1.873783
Italy,2021,Gold,Import,21657,0.003,1.873783
Japan,2021,Gold,Import,3218,2.454,-0.2333528
Japan,2021,Gold,Import,228192,0.33,-0.2333528
Japan,2021,Gold,Import,1152154,0.021,-0.2333528
Japan,2021,Gold,Import,626262,0.027,-0.2333528
Rep. of Korea,2021,Gold,Import,347769,0.006,
Rep. of Korea,2021,Gold,Import,11886,0.083,
Kuwait,2021,Gold,Import,7502,4.069,3.4236294760917554
Malaysia,2021,Gold,Import,1954943,0.962,2.47710241465445
Malta,2021,Gold,Import,2610,1.99,1.5
Mexico,2021,Gold,Import,1911,0.001,5.689209
"Other Asia, nes",2021,Gold,Import,27351289,13.189,
Netherlands,2021,Gold,Import,1975,0.003,2.67572
New Zealand,2021,Gold,Import,1992,1.209,3.941
Qatar,2021,Gold,Import,4347,3.315,2.30446565742003
Saudi Arabia,2021,Gold,Import,30705,30.073,3.06329
India,2021,Gold,Import,119135661,3.123,4.890086
India,2021,Gold,Import,110118552,3.495,4.890086
Singapore,2021,Gold,Import,46351,0.061,2.30485959040487
Viet Nam,2021,Gold,Import,5290,4.034,1.83471554810462
Switzerland,2021,Gold,Import,451975332,12.754,0.5818142
Switzerland,2021,Gold,Import,205274729,6.606,0.5818142
Thailand,2021,Gold,Import,66,,1.23039541318382
Thailand,2021,Gold,Import,1520,0.001,1.23039541318382
Thailand,2021,Gold,Import,137541,0.076,1.23039541318382
United Arab Emirates,2021,Gold,Import,2989,1.555,0.18
United Arab Emirates,2021,Gold,Import,10835480,0.186,0.18
United Kingdom,2021,Gold,Import,61546,20.181,2.5
USA,2021,Gold,Import,629287,561.864,
USA,2021,Gold,Import,294190,0.008,
USA,2021,Gold,Import,210878,0.005,
Czechia,2021,Gold,Import,111996,67.732,3.839845
Albania,2021,Gold,Import,9223,9.36,2.04147163139546
Azerbaijan,2021,Gold,Import,12658,8.918,6.65029912708779
Australia,2021,Gold,Import,292908,228.332,2.82
Austria,2021,Gold,Import,3575702,3760.545,2.766667
Austria,2021,Gold,Import,12688,,2.766667
Austria,2021,Gold,Import,2150542,0.041,2.766667
Bahrain,2021,Gold,Import,623,0.131,-0.606319385140896
Armenia,2021,Gold,Import,909,0.454,7.18483629443373
Belgium,2021,Gold,Import,18542668,26812.698,2.440248
Belgium,2021,Gold,Import,302498,0.005,2.440248
Bosnia Herzegovina,2021,Gold,Import,187037,162.498,1.98163900587616
Brazil,2021,Gold,Import,228296,214.615,8.30166
Bulgaria,2021,Gold,Import,971795,1100.06,2.7867325497900497
Bulgaria,2021,Gold,Import,425,,2.7867325497900497
Bulgaria,2021,Gold,Import,13795127,0.243,2.7867325497900497
Belarus,2021,Gold,Import,6070443,5043.451,9.46028389623105
Cambodia,2021,Gold,Import,662,1.699,2.9214231615063713
Cameroon,2021,Gold,Import,27,0.01,2.273371104815898
Canada,2021,Gold,Import,1990560,2686.485,3.395193
Canada,2021,Gold,Import,49951,0.001,3.395193
Canada,2021,Gold,Import,39148,0.001,3.395193
Chile,2021,Gold,Import,18315,23.0,4.524569
Croatia,2021,Gold,Import,213889,234.235,2.5545069964204297
Cyprus,2021,Gold,Import,38625,42.777,0.492
Cyprus,2021,Gold,Import,1739749,0.03,0.492
Czechia,2021,Gold,Import,9754397,13699.708,3.839845
Czechia,2021,Gold,Import,3879789,0.088,3.839845
Denmark,2021,Gold,Import,2622020,3276.302,1.853045
Denmark,2021,Gold,Import,221,,1.853045
Denmark,2021,Gold,Import,423988,0.012,1.853045
Estonia,2021,Gold,Import,1153391,1367.881,4.653167
Estonia,2021,Gold,Import,232212,0.004,4.653167
Estonia,2021,Gold,Import,4529246,0.082,4.653167
Finland,2021,Gold,Import,3877387,4192.709,2.194574
Finland,2021,Gold,Import,20,,2.194574
France,2021,Gold,Import,26272476,31084.049,1.642331
France,2021,Gold,Import,311,,1.642331
French Polynesia,2021,Gold,Import,4184,2.946,
Georgia,2021,Gold,Import,86138,56.641,9.56691433824767
Germany,2021,Gold,Import,57020949,80069.819,3.14297
Germany,2021,Gold,Import,15986254,0.459,3.14297
Germany,2021,Gold,Import,9980244,0.164,3.14297
Greece,2021,Gold,Import,1828696,2993.273,1.223826
Guatemala,2021,Gold,Import,225971,177.345,4.26105127422819
Hungary,2021,Gold,Import,4159799,5348.417,5.110965
Hungary,2021,Gold,Import,11775,,5.110965
Iceland,2021,Gold,Import,61396,42.978,4.444243
Ireland,2021,Gold,Import,3257128,4667.905,2.358143
Israel,2021,Gold,Import,180559,119.667,1.492288
Italy,2021,Gold,Import,12964203,13583.265,1.873783
Italy,2021,Gold,Import,8551,,1.873783
Italy,2021,Gold,Import,882356,0.179,1.873783
Italy,2021,Gold,Import,776822,0.093,1.873783
Japan,2021,Gold,Import,21475,7.721,-0.2333528
Kazakhstan,2021,Gold,Import,462114,431.186,8.002
Rep. of Korea,2021,Gold,Import,36156,6.5,
Kuwait,2021,Gold,Import,3856,2.88,3.4236294760917554
Kyrgyzstan,2021,Gold,Import,68,0.065,11.908778694944868
Latvia,2021,Gold,Import,964852,920.546,3.275814
Latvia,2021,Gold,Import,7222097,0.119,3.275814
Liberia,2021,Gold,Import,3722,5.489,7.816
Lithuania,2021,Gold,Import,2076353,2116.536,4.683544
Lithuania,2021,Gold,Import,2314499,0.041,4.683544
Lithuania,2021,Gold,Import,1084951,0.028,4.683544
Luxembourg,2021,Gold,Import,6548,2.727,2.52692
Mali,2021,Gold,Import,1593,0.994,3.92560283104272
Malta,2021,Gold,Import,5635,3.421,1.5
Mauritius,2021,Gold,Import,358,0.161,4.02852888157379
"Other Asia, nes",2021,Gold,Import,1217,0.3,
Mongolia,2021,Gold,Import,37051,29.684,7.09856418148988
Rep. of Moldova,2021,Gold,Import,154129,106.739,
Montenegro,2021,Gold,Import,18581,13.968,2.41080198403167
Morocco,2021,Gold,Import,2751,1.798,1.3988288874430468
Netherlands,2021,Gold,Import,3218023,5168.705,2.67572
Netherlands,2021,Gold,Import,15,,2.67572
Netherlands,2021,Gold,Import,70723,0.001,2.67572
Netherlands,2021,Gold,Import,26169,0.003,2.67572
New Zealand,2021,Gold,Import,24846,38.628,3.941
Norway,2021,Gold,Import,1618271,1694.59,3.483881
Norway,2021,Gold,Import,68,,3.483881
Norway,2021,Gold,Import,421,0.001,3.483881
Portugal,2021,Gold,Import,339466,485.739,1.265657
Portugal,2021,Gold,Import,17,,1.265657
Qatar,2021,Gold,Import,1091,0.495,2.30446565742003
Romania,2021,Gold,Import,2898492,2659.799,5.0462755023424695
Romania,2021,Gold,Import,70060,0.002,5.0462755023424695
Russian Federation,2021,Gold,Import,24181,27.577,6.694456
Saudi Arabia,2021,Gold,Import,56439,53.097,3.06329
Serbia,2021,Gold,Import,372709,393.132,4.08510285335103
India,2021,Gold,Import,803,0.4,4.890086
Singapore,2021,Gold,Import,1364,0.36,2.30485959040487
Singapore,2021,Gold,Import,53794,0.001,2.30485959040487
Slovakia,2021,Gold,Import,2546650,2550.707,
Slovakia,2021,Gold,Import,5371,0.004,
Slovakia,2021,Gold,Import,6387,0.017,
Viet Nam,2021,Gold,Import,650128,452.318,1.83471554810462
Slovenia,2021,Gold,Import,754173,933.32,1.917065
South Africa,2021,Gold,Import,6453,6.82,4.609059
Spain,2021,Gold,Import,825841,1179.565,3.093135
Spain,2021,Gold,Import,41046,0.001,3.093135
Spain,2021,Gold,Import,57691,0.001,3.093135
Sweden,2021,Gold,Import,5429809,5537.608,2.163197
Sweden,2021,Gold,Import,1016141,0.017,2.163197
Sweden,2021,Gold,Import,4935336,0.091,2.163197
Switzerland,2021,Gold,Import,732490,360.482,0.5818142
Switzerland,2021,Gold,Import,26523129,0.452,0.5818142
Switzerland,2021,Gold,Import,572401,0.01,0.5818142
United Arab Emirates,2021,Gold,Import,8798,6.679,0.18
TÃ¼rkiye,2021,Gold,Import,582981,0.013,
TÃ¼rkiye,2021,Gold,Import,514284,0.011,
Turkmenistan,2021,Gold,Import,5796,6.93,14.95
Ukraine,2021,Gold,Import,3001700,2632.5,9.360625035712141
Ukraine,2021,Gold,Import,66239,0.001,9.360625035712141
Ukraine,2021,Gold,Import,22966,0.003,9.360625035712141
North Macedonia,2021,Gold,Import,1551,0.72,
United Kingdom,2021,Gold,Import,21169777,34166.197,2.5
United Kingdom,2021,Gold,Import,3035,0.002,2.5
United Kingdom,2021,Gold,Import,7186,0.001,2.5
USA,2021,Gold,Import,1597804,1885.721,
USA,2021,Gold,Import,13019,,
USA,2021,Gold,Import,62201,0.152,
Angola,2021,Gold,Import,131041,92.369,23.846111090525053
Angola,2021,Gold,Import,6773,,23.846111090525053
Argentina,2021,Gold,Import,48785,40.2,48.40938
Australia,2021,Gold,Import,1415,1.08,2.82
Austria,2021,Gold,Import,597348,522.431,2.766667
Belgium,2021,Gold,Import,35336005,36975.886,2.440248
Belgium,2021,Gold,Import,2181676,0.037,2.440248
Brazil,2021,Gold,Import,207325,185.696,8.30166
Cameroon,2021,Gold,Import,77,0.028,2.273371104815898
Canada,2021,Gold,Import,238437,139.392,3.395193
Cabo Verde,2021,Gold,Import,99116,79.938,1.863
Chile,2021,Gold,Import,202652,172.792,4.524569
Cuba,2021,Gold,Import,47171,30.036,
Cyprus,2021,Gold,Import,4164,3.48,0.492
Czechia,2021,Gold,Import,187,0.095,3.839845
Denmark,2021,Gold,Import,562556,572.217,1.853045
Denmark,2021,Gold,Import,2495,,1.853045
Denmark,2021,Gold,Import,6099,,1.853045
Equatorial Guinea,2021,Gold,Import,2549,0.714,-0.094
Estonia,2021,Gold,Import,66939,51.319,4.653167
Finland,2021,Gold,Import,703868,657.48,2.194574
France,2021,Gold,Import,14934950,16427.561,1.642331
France,2021,Gold,Import,10213054,0.175,1.642331
France,2021,Gold,Import,13950163,0.287,1.642331
French Polynesia,2021,Gold,Import,9138,2.448,
Gabon,2021,Gold,Import,26,0.006,1.079
Germany,2021,Gold,Import,1264251,983.335,3.14297
Germany,2021,Gold,Import,613232,0.011,3.14297
Germany,2021,Gold,Import,15769010,0.321,3.14297
Germany,2021,Gold,Import,10043709,0.149,3.14297
Ireland,2021,Gold,Import,431913,355.168,2.358143
Italy,2021,Gold,Import,1839670,1494.273,1.873783
Italy,2021,Gold,Import,41675229,0.72,1.873783
Italy,2021,Gold,Import,58782607,1.132,1.873783
Italy,2021,Gold,Import,721675,0.042,1.873783
Japan,2021,Gold,Import,2667274,1444.166,-0.2333528
Kazakhstan,2021,Gold,Import,18163,12.654,8.002
Jordan,2021,Gold,Import,21050,14.645,1.3468957103762198
Rep. of Korea,2021,Gold,Import,89232,57.294,
Kuwait,2021,Gold,Import,4721,2.752,3.4236294760917554
Luxembourg,2021,Gold,Import,93379,31.847,2.52692
"China, Macao SAR",2021,Gold,Import,10319,3.84,0.02680224814006204
Mauritius,2021,Gold,Import,3521,0.976,4.02852888157379
Mexico,2021,Gold,Import,29403,45.2,5.689209
"Other Asia, nes",2021,Gold,Import,284055,195.379,
Rep. of Moldova,2021,Gold,Import,4673,3.24,
Morocco,2021,Gold,Import,8844,6.748,1.3988288874430468
Mozambique,2021,Gold,Import,22621,11.791,5.688486991266179
Nepal,2021,Gold,Import,1275,,3.599
Netherlands,2021,Gold,Import,8351767,3429.373,2.67572
Netherlands,2021,Gold,Import,16985,,2.67572
Netherlands,2021,Gold,Import,18658,0.001,2.67572
CuraÃ§ao,2021,Gold,Import,2308,1.622,
Aruba,2021,Gold,Import,3169,1.714,0.744
Norway,2021,Gold,Import,403655,268.117,3.483881
Poland,2021,Gold,Import,514918,601.103,5.1
Guinea-Bissau,2021,Gold,Import,26068,16.758,3.274
Timor-Leste,2021,Gold,Import,1308,0.571,3.775
Romania,2021,Gold,Import,1571,0.389,5.0462755023424695
Sao Tome and Principe,2021,Gold,Import,15492,10.459,
Serbia,2021,Gold,Import,20867,14.04,4.08510285335103
Singapore,2021,Gold,Import,10561,4.179,2.30485959040487
Singapore,2021,Gold,Import,509,,2.30485959040487
Slovenia,2021,Gold,Import,1791,1.89,1.917065
South Africa,2021,Gold,Import,909,0.137,4.609059
Spain,2021,Gold,Import,9724731,6768.157,3.093135
Spain,2021,Gold,Import,13974800,0.241,3.093135
Spain,2021,Gold,Import,15742641,15.596,3.093135
Sweden,2021,Gold,Import,89,0.03,2.163197
Switzerland,2021,Gold,Import,694818,461.333,0.5818142
Switzerland,2021,Gold,Import,1771730,0.031,0.5818142
Switzerland,2021,Gold,Import,735525,0.013,0.5818142
United Arab Emirates,2021,Gold,Import,5990,0.491,0.18
United Arab Emirates,2021,Gold,Import,17547,,0.18
Ukraine,2021,Gold,Import,3481,2.25,9.360625035712141
